NOM_RBD,NOM_REG_RBD_A,NOM_COM_RBD,NOM_DEPROV_RBD,LATITUD,LONGITUD
ESCUELA ALEJANDRO VARELA SANTA MARIA,BBIO,HUALQUI,CONCEPCIÓN,"-37,056709","-72,957802"
ESCUELA PROFESORA JUANA SALGADO PARRA DE UNIHUE,BBIO,HUALQUI,CONCEPCIÓN,"-37,11697","-72,943207"
ESCUELA GUILLERMO BARBERI MASSA,BBIO,HUALQUI,CONCEPCIÓN,"-36,985081","-72,83094"
ESCUELA DE CHILLANCITO,BBIO,HUALQUI,CONCEPCIÓN,"-37,06459","-72,888618"
ESCUELA MAQUEUTO,BBIO,HUALQUI,CONCEPCIÓN,"-36,9377594","-72,90203857"
ESCUELA BARRANCAS JUNTAS,BBIO,HUALQUI,CONCEPCIÓN,"-37,017879","-72,857849"
ESCUELA LA CALLE,BBIO,HUALQUI,CONCEPCIÓN,"-37,035099","-72,887268"
ESCUELA BASICA VALLE SAN AMBROSIO,BBIO,HUALQUI,CONCEPCIÓN,,
ESCUELA SANTA SUSANA DE PICHACO,BBIO,HUALQUI,CONCEPCIÓN,"-36,91124","-72,880157"
ESCUELA AGUA CORTA,BBIO,HUALQUI,CONCEPCIÓN,"-36,977428","-72,900917"
ESCUELA SAN NICANOR,BBIO,HUALQUI,CONCEPCIÓN,"-37,069859","-72,847023"
ESCUELA ARMANDO JOSE SANTOS IBANEZ VARGA,BBIO,HUALQUI,CONCEPCIÓN,"-36,91799164","-72,92664337"
ESCUELA ALONSO DE ERCILLA,BBIO,HUALQUI,CONCEPCIÓN,"-36,971279","-72,929321"
ESCUELA PARTICULAR SANTA CRUZ,BBIO,HUALQUI,CONCEPCIÓN,"-37,068501","-72,795486"
ESCUELA PARTICULAR SANTO DOMINGO,BBIO,HUALQUI,CONCEPCIÓN,"-37,12626955","-72,78729932"
LICEO NUEVA ZELANDIA,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,180279","-72,940598"
ESCUELA RECAREDO VIGUERAS ARANEDA,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,175041","-72,936562"
ESCUELA COLICO ALTO,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,30196","-72,856293"
ESCUELA ESPIGADO,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,396431","-73,012306"
ESCUELAS LAS CACHANAS,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,35816193","-73,02439117"
ESCUELA PODUCO ALTO,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,30624","-72,941933"
ESCUELA CABRERA,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,394199","-73,101761"
ESCUELA PAPAL,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,2375412","-73,03688812"
ESCUELA TORRE DORADA,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,284142","-72,808502"
ESCUELA PURGATORIO,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,309719","-72,987869"
ESCUELA MALAL,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,34817358","-72,93770962"
ESCULA BALSEADERO,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,27030563","-72,73510742"
ESCUELA CURALI,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,21991348","-72,96336365"
ESCUELA CURAMAVIDA,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,27203","-72,776741"
ESCUELA PODUCO BAJO,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,258659","-72,944107"
ESCUELA TANAHUILLIN,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,245529","-72,813133"
ESCUELA CHACAYAL,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,317669","-72,922707"
ESCUELA HUALLEREHUE,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,18325097","-72,98634658"
ESCUELA LA GENERALA,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,383789","-72,964638"
ESCUELA PARTICULAR CLORINDA AVELLO,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,175571","-72,939278"
LICEO POLITECNICO ROSAURO SANTANA RIOS,BBIO,LOTA,CONCEPCIÓN,"-37,0952","-73,152512"
LICEO COMERCIAL PRESIDENTE FREI MONTALVA,BBIO,LOTA,CONCEPCIÓN,"-37,07481","-73,149513"
ESCUELA ESPECIAL LUIS COUSINO SQUELLA,BBIO,LOTA,CONCEPCIÓN,"-37,08896637","-73,15903473"
LICEO CARLOS COUSIÑO GOYENECHEA,BBIO,LOTA,CONCEPCIÓN,"-37,085049","-73,162247"
LICEO BALDOMERO LILLO FIGUEROA,BBIO,LOTA,CONCEPCIÓN,"-37,092091","-73,155777"
ESCUELA ISIDORA GOYENECHEA,BBIO,LOTA,CONCEPCIÓN,"-37,084572","-73,153992"
ESCUELA BASICA SANTA MARIA DE GUADALUPE,BBIO,LOTA,CONCEPCIÓN,"-37,094749","-73,15554"
ESCUELA BASICA KONRAD ADENAUER,BBIO,LOTA,CONCEPCIÓN,"-37,090969","-73,154839"
ESCUELA BASICA BELLO HORIZONTE,BBIO,LOTA,CONCEPCIÓN,"-37,07724","-73,152679"
MATIAS COUSINO,BBIO,LOTA,CONCEPCIÓN,,
LICEO THOMPSON MATTHEWS,BBIO,LOTA,CONCEPCIÓN,"-37,084801","-73,161453"
COLEGIO ANGEL DE PEREDO,BBIO,LOTA,CONCEPCIÓN,"-37,0909","-73,1558"
ESCUELA BASICA COLCURA,BBIO,LOTA,CONCEPCIÓN,"-37,109821","-73,145737"
ESCUELA BASICA CALETA EL BLANCO,BBIO,LOTA,CONCEPCIÓN,,
ESC.BASICA SANTA MARIA DE LA COSTA,BBIO,LOTA,CONCEPCIÓN,,
C.E.I.A SAN LUIS DE POTOSI REPÚBLICA DE MÉXICO,BBIO,LOTA,CONCEPCIÓN,"-37,09513092","-73,15384674"
ESCUELA BASICA VALLE DEL LOUTA,BBIO,LOTA,CONCEPCIÓN,,
ESCUELA BASICA CENTENARIO,BBIO,LOTA,CONCEPCIÓN,"-37,080891","-73,161186"
ESCUELA BÁSICA ARTÍSTICA ISAÍAS GUEVARA SOTO,BBIO,LOTA,CONCEPCIÓN,"-37,094921","-73,158272"
LICEO SANTA DORIS,BBIO,LOTA,CONCEPCIÓN,"-37,082512","-73,164993"
ESCUELA PADRE FRANCISCO DE CROZE,BBIO,LOTA,CONCEPCIÓN,"-37,09436846","-73,15708609"
ESCUELA PARTICULAR SANTA TERESA,BBIO,LOTA,CONCEPCIÓN,"-37,08034592","-73,15781269"
INSTITUTO HUMANIDADES SAN FRANCISCO DE ASIS,BBIO,LOTA,CONCEPCIÓN,"-37,078918","-73,156128"
ESCUELA PARTICULAR GETSEMANI,BBIO,LOTA,CONCEPCIÓN,"-37,08189","-73,151741"
LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL FEDERICO SCHWAGER,BBIO,CORONEL,CONCEPCIÓN,"-37,02623","-73,177689"
LICEO COMERCIAL ANDRES BELLO LOPEZ,BBIO,CORONEL,CONCEPCIÓN,"-37,011749","-73,155907"
CENTRO EDUCACIÓN INTEGRADA DE ADULTOS SERGIO PERALTA MORALES,BBIO,CORONEL,CONCEPCIÓN,"-37,01784134","-73,1446228"
ESCUELA DIFERENCIAL MARÍA ESTER BREVE GONZÁLEZ,BBIO,CORONEL,CONCEPCIÓN,"-37,00305176","-73,16517639"
ESCUELA ESPECIAL ADULTOS,BBIO,CORONEL,CONCEPCIÓN,,
CURSO SATELITE,BBIO,CORONEL,CONCEPCIÓN,,
LICEO CORONEL ANTONIO SALAMANCA,BBIO,CORONEL,CONCEPCIÓN,"-37,02821","-73,146828"
LICEO YOBILO DE CORONEL,BBIO,CORONEL,CONCEPCIÓN,"-37,007721","-73,153137"
ESCUELA ROSITA RENARD,BBIO,CORONEL,CONCEPCIÓN,"-37,001919","-73,165176"
ESCUELA BASICA PLAYAS NEGRAS,BBIO,CORONEL,CONCEPCIÓN,"-37,036621","-73,144096"
ESCUELA ROSA MEDEL AGUILERA,BBIO,CORONEL,CONCEPCIÓN,"-37,022079","-73,161873"
ESCUELA BASICA JAVIERA CARRERA,BBIO,CORONEL,CONCEPCIÓN,"-37,015091","-73,153893"
ESCUELA RAFAEL SOTOMAYOR BAEZA,BBIO,CORONEL,CONCEPCIÓN,"-37,028938","-73,144562"
ESCUELA VICTOR DOMINGO SILVA,BBIO,CORONEL,CONCEPCIÓN,"-37,011181","-73,153572"
ESCUELA AMBROSIO O´HIGGINS,BBIO,CORONEL,CONCEPCIÓN,"-36,996319","-73,157509"
ESCUELA REPUBLICA DE FRANCIA,BBIO,CORONEL,CONCEPCIÓN,"-37,031731","-73,139137"
ESCUELA REMIGIO CASTRO ABURTO,BBIO,CORONEL,CONCEPCIÓN,"-37,030121","-73,145332"
ESCUELA ADELAIDA MIGUIELES SOTO,BBIO,CORONEL,CONCEPCIÓN,"-37,030029","-73,144974"
ESCUELA OCTAVIO SALINAS CARIAGA,BBIO,CORONEL,CONCEPCIÓN,"-37,007549","-73,161652"
ESCUELA VISTA HERMOSA,BBIO,CORONEL,CONCEPCIÓN,"-37,025558","-73,131912"
ESCUELA JORGE ROJAS MIRANDA,BBIO,CORONEL,CONCEPCIÓN,"-37,022289","-73,149841"
ESCUELA ROSA YANEZ RODRIGUEZ,BBIO,CORONEL,CONCEPCIÓN,"-37,024288","-73,178101"
ESCUELA BASICA RAMON FREIRE SERRANO,BBIO,CORONEL,CONCEPCIÓN,"-36,98518","-73,158623"
ESCUELA ARTURO HUGHES CERNA,BBIO,CORONEL,CONCEPCIÓN,"-36,982231","-73,158531"
ESCUELA JUAN JOSE LATORRE BENAVENTE,BBIO,CORONEL,CONCEPCIÓN,"-36,975689","-73,528664"
ESCUELA FRANCISCO COLOANE,BBIO,CORONEL,CONCEPCIÓN,"-37,045422","-73,51313"
,BBIO,CORONEL,CONCEPCIÓN,,
ESCUELA ESCUADRON,BBIO,CORONEL,CONCEPCIÓN,"-36,95467","-73,14856"
ESCUELA BASICA PATAGUAL,BBIO,CORONEL,CONCEPCIÓN,"-37,011639","-73,002708"
JUAN ANTONIO RIOS,BBIO,CORONEL,CONCEPCIÓN,,
EUSEBIO LILLO,BBIO,CORONEL,CONCEPCIÓN,,
COLEGIO PARTICULAR GABRIELA MISTRAL,BBIO,CORONEL,CONCEPCIÓN,"-37,011719","-73,153351"
ESCUELA METODISTA,BBIO,CORONEL,CONCEPCIÓN,"-37,001499","-73,16449"
FILOMENA DELGADO,BBIO,CORONEL,CONCEPCIÓN,,
COLEGIO PARTICULAR SAN PEDRO,BBIO,CORONEL,CONCEPCIÓN,"-37,028111","-73,141129"
SAN FRANCISCO,BBIO,CORONEL,CONCEPCIÓN,,
ESCUELA PARTICULAR SAN MARCOS,BBIO,CORONEL,CONCEPCIÓN,"-36,98531","-73,155853"
COLEGIO PARTICULAR IGNACIO CARRERA PINTO,BBIO,CORONEL,CONCEPCIÓN,"-36,982262","-73,155487"
PLAYA SUR,BBIO,CORONEL,CONCEPCIÓN,,
ESCUELA GENARO RIOS CAMPOS,BBIO,CORONEL,CONCEPCIÓN,"-37,005829","-73,145416"
COLEGIO ANIBAL ESQUIVEL TAPIA,BBIO,CORONEL,CONCEPCIÓN,"-37,03059","-73,143143"
LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BASTÍAS DE LEBU,BBIO,LEBU,ARAUCO,"-37,60569","-73,653168"
ESCUELA ESPECIAL JUAN SANDOVAL CARRASCO,BBIO,LEBU,ARAUCO,"-37,61003876","-73,65531921"
ESCUELA PROFESOR ALAMIRO GALLEGOS MUÑOZ,BBIO,LEBU,ARAUCO,"-37,61157227","-73,65731812"
LICEO BICENTENARIO ISIDORA RAMOS DE GAJARDO,BBIO,LEBU,ARAUCO,"-37,61047","-73,649193"
ESCUELA PROFESORA REBECA CASTRO ARANEDA,BBIO,LEBU,ARAUCO,"-37,61026","-73,655472"
ESCUELA FRESIA GRACIELA MULLER RUIZ,BBIO,LEBU,ARAUCO,"-37,60865","-73,657494"
ESCUELA BOCA LEBU,BBIO,LEBU,ARAUCO,"-37,602829","-73,659683"
DOMINGO FAUSTINO SARMIENTO,BBIO,LEBU,ARAUCO,"-37,606689","-73,6549"
ESCUELA DR.ARNOLDO EBENSPERGER RICHTER,BBIO,LEBU,ARAUCO,"-37,61713","-73,658333"
ESCUELA JOSE JOAQUIN PEREZ,BBIO,LEBU,ARAUCO,"-37,60958099","-73,65629578"
ESCUELA ARTURO EBENSPERGER RICHTER,BBIO,LEBU,ARAUCO,"-37,605339","-73,643494"
ESCUELA LA FORTUNA,BBIO,LEBU,ARAUCO,"-37,613831","-73,647324"
ESCUELA ARMANDO ARANCIBIA OLIVOS,BBIO,LEBU,ARAUCO,"-38,34359","-73,912392"
ESCUELA RUCA RAQUI,BBIO,LEBU,ARAUCO,"-37,737381","-73,537117"
ESCUELA CURACO,BBIO,LEBU,ARAUCO,,
ESCUELA PEHUEN,BBIO,LEBU,ARAUCO,"-37,66824","-73,540733"
ESCUELA GUILLERMO RODRIGUEZ RIOBO,BBIO,LEBU,ARAUCO,"-37,645729","-73,618347"
ESCUELA VILLARRICA,BBIO,LEBU,ARAUCO,"-37,488892","-73,574112"
ANTILHUE,BBIO,LEBU,ARAUCO,,
ESCUELA YENECO,BBIO,LEBU,ARAUCO,"-37,69650217","-73,56107679"
ESCUELA EDUARDO BARRIOS HUDTWALKER,BBIO,LEBU,ARAUCO,"-37,71931076","-73,56417847"
ESCUELA CURICO,BBIO,LEBU,ARAUCO,"-37,62346308","-73,54148474"
ESCUELA PARTICULAR CERRO LA CRUZ,BBIO,LEBU,ARAUCO,"-37,615181","-73,651207"
ESCUELA LIBERTADOR GENERAL,BBIO,ARAUCO,ARAUCO,"-37,24448013","-73,31417084"
LICEO BICENTENARIO SAN FELIPE DE ARAUCO,BBIO,ARAUCO,ARAUCO,"-37,243721","-73,31736"
ESCUELA BASICA VICENTE MILLAN IRIARTE,BBIO,ARAUCO,ARAUCO,"-37,248199","-73,322189"
ESCUELA BÁSICA MARE NOSTRUM,BBIO,ARAUCO,ARAUCO,"-37,245491","-73,316513"
ESCUELA BÁSICA DE CARAMPANGUE,BBIO,ARAUCO,ARAUCO,"-37,257301","-73,242607"
ESCUELA LOS PINOS,BBIO,ARAUCO,ARAUCO,"-37,180119","-73,193047"
ESCUELA JORGE IVAN VALENZUELA ZUNIGA,BBIO,ARAUCO,ARAUCO,"-37,14901","-73,583443"
ESCUELA BASICA SAN PEDRO DE LARAQUETE,BBIO,ARAUCO,ARAUCO,"-37,16827","-73,180359"
ESCUELA VALLE RAMADILLAS,BBIO,ARAUCO,ARAUCO,"-37,306438","-73,261833"
ESCUELA BASICA CARLOS SAEZ SAEZ,BBIO,ARAUCO,ARAUCO,"-37,232929","-73,227364"
LICEO TÉCNICO PESQUERO FILIDOR GAETE MONSÁLVEZ,BBIO,ARAUCO,ARAUCO,"-37,19873","-73,564941"
ESCUELA HUGO CABRERA AGUIRRE,BBIO,ARAUCO,ARAUCO,"-37,32003","-73,347839"
ESCUELA ARMANDO WIESSE FUENTE-ALBA,BBIO,ARAUCO,ARAUCO,"-37,324322","-73,395668"
ESCUELA LOMAS DE ANGUILLAS,BBIO,ARAUCO,ARAUCO,"-37,395592","-73,52755"
ESCUELA BASICA QUILEN QUILEN,BBIO,ARAUCO,ARAUCO,,
ESCUELA FERMIN IBARRA FRITZ,BBIO,ARAUCO,ARAUCO,"-37,322899","-73,476273"
ESCUELA QUILANTRAL,BBIO,ARAUCO,ARAUCO,"-37,291599","-73,497223"
ESCUELA BASICA PASO LOS TEMOS,BBIO,ARAUCO,ARAUCO,"-37,30912","-73,520737"
ESCUELA MAR LOS PINOS,BBIO,ARAUCO,ARAUCO,"-37,1749","-73,601936"
ESCUELA DUIDICO,BBIO,ARAUCO,ARAUCO,"-37,33926","-73,587379"
ESCUELA BASICA ALTO YANI,BBIO,ARAUCO,ARAUCO,"-37,354858","-73,625801"
ESCUELA BASICA VALLE VERDE,BBIO,ARAUCO,ARAUCO,"-37,30373","-73,439308"
ESCUELA HILDA YAMIRA GONZALEZ MUNOZ,BBIO,ARAUCO,ARAUCO,,
ESCUELA VALLE ARAUCO,BBIO,ARAUCO,ARAUCO,"-37,269409","-73,19873"
ESCUELA BASICA BRISAS DEL MAR,BBIO,ARAUCO,ARAUCO,"-37,230129","-73,445717"
ESCUELA BASICA CESAR MONSALVE FLORES,BBIO,ARAUCO,ARAUCO,"-37,259441","-73,22126"
,BBIO,ARAUCO,ARAUCO,,
ESCUELA BASICA LOS BOSQUES,BBIO,ARAUCO,ARAUCO,,
ESCUELA CERRO COLORADO,BBIO,ARAUCO,ARAUCO,"-37,2925","-73,304527"
ESCUELA CURAQUILLA,BBIO,ARAUCO,ARAUCO,,
ESCUELA BASICA PEMEREHUE,BBIO,ARAUCO,ARAUCO,"-37,2687","-73,354401"
ESCUELA ALTO RAQUI,BBIO,ARAUCO,ARAUCO,"-37,250149","-73,509079"
LICEO SAN FRANCISCO DE ASIS,BBIO,ARAUCO,ARAUCO,"-37,244141","-73,31797"
COLEGIO ARAUCO,BBIO,ARAUCO,ARAUCO,"-37,248535","-73,30604"
LICEO POLIVALENTE MARIANO LATORRE,BBIO,CURANILAHUE,ARAUCO,"-37,47346115","-73,34307098"
ESCUELA RAMIRO ROA GONZALEZ,BBIO,CURANILAHUE,ARAUCO,"-37,475719","-73,34549"
ESCUELA CUATRO DE OCTUBRE,BBIO,CURANILAHUE,ARAUCO,"-37,47957611","-73,34346771"
ESCUELA COLICO SUR,BBIO,CURANILAHUE,ARAUCO,"-37,473011","-73,350517"
ESCUELA PABLO NERUDA,BBIO,CURANILAHUE,ARAUCO,"-37,4799","-73,335228"
ESCUELA BUENA ESPERANZA,BBIO,CURANILAHUE,ARAUCO,"-37,46936","-73,364311"
ESCUELA GABRIELA MISTRAL,BBIO,CURANILAHUE,ARAUCO,"-37,486099","-73,345161"
ESCUELA INDEPENDENCIA,BBIO,CURANILAHUE,ARAUCO,"-37,4776","-73,337509"
ESCUELA SANTA TERESA DE LOS ANDES,BBIO,CURANILAHUE,ARAUCO,"-37,48081589","-73,33416748"
ESCUELA LOS CRUCEROS,BBIO,CURANILAHUE,ARAUCO,"-37,47541","-73,348877"
EL ENCANTO,BBIO,CURANILAHUE,ARAUCO,,
ESCUELA BAJO LOS RIOS,BBIO,CURANILAHUE,ARAUCO,"-37,42672","-73,089859"
VILLA ALEGRE,BBIO,CURANILAHUE,ARAUCO,,
ESCUELA TRONGOL ALTO,BBIO,CURANILAHUE,ARAUCO,"-37,565262","-73,176567"
ESCUELA PLEGARIAS,BBIO,CURANILAHUE,ARAUCO,"-37,517689","-73,344658"
ESCUELA SAN JOSE DE COLICO,BBIO,CURANILAHUE,ARAUCO,"-37,367222","-73,339996"
EL TESORO,BBIO,CURANILAHUE,ARAUCO,,
ESCUELA COLICO NORTE,BBIO,CURANILAHUE,ARAUCO,"-37,392979","-73,327583"
COLEGIO ALONSO DE ERCILLA,BBIO,CURANILAHUE,ARAUCO,"-37,47374","-73,346542"
LICEO BICENTENARIO POLITECNICO CAUPOLICAN,BBIO,LOS ÁLAMOS,ARAUCO,"-37,628899","-73,460587"
ESCUELA FELIX EYHERAMENDY,BBIO,LOS ÁLAMOS,ARAUCO,"-37,62553","-73,462784"
LICEO TÉCNICO PROFESIONAL SAN PABLO,BBIO,LOS ÁLAMOS,ARAUCO,"-37,62724898","-73,44973991"
LICEO CLAUDIO FLORES SOTO,BBIO,LOS ÁLAMOS,ARAUCO,"-37,613861","-73,412392"
ESCUELA PILPILCO,BBIO,LOS ÁLAMOS,ARAUCO,"-37,60677","-73,407539"
ESCUELA ZAIDA ARANEDA VIGUERAS,BBIO,LOS ÁLAMOS,ARAUCO,"-37,630791","-73,407089"
LICEO ORLANDO DELGADO ZÚNIGA,BBIO,LOS ÁLAMOS,ARAUCO,"-37,673969","-73,394287"
ESCUELA TEGUALDA DE RANQUILCO,BBIO,LOS ÁLAMOS,ARAUCO,"-37,766869","-73,519402"
ESCUELA TRONGOL BAJO,BBIO,LOS ÁLAMOS,ARAUCO,"-37,59657288","-73,29824829"
ESCUELA JOSE M.CAMPOS MENCHACA,BBIO,LOS ÁLAMOS,ARAUCO,"-37,76709","-73,48777"
ESCUELA LOS GUALLES,BBIO,LOS ÁLAMOS,ARAUCO,"-37,557892","-73,416283"
ESCUELA CARAMAVIDA,BBIO,LOS ÁLAMOS,ARAUCO,,
ESCUELA LAS DUNAS,BBIO,LOS ÁLAMOS,ARAUCO,"-37,810162","-73,495354"
ESCUELA INDEPENDENCIA,BBIO,LOS ÁLAMOS,ARAUCO,"-37,646191","-73,392143"
ESCUELA JOSE ULLOA FIERRO,BBIO,LOS ÁLAMOS,ARAUCO,"-37,66629","-73,391617"
LICEO CRISTO REDENTOR,BBIO,LOS ÁLAMOS,ARAUCO,"-37,630749","-73,454887"
ESCUELA BASICA CACIQUE FRANCISCO MELIN,BBIO,CAÑETE,ARAUCO,"-37,809792","-73,442032"
ESCUELA,BBIO,CAÑETE,ARAUCO,,
LICEO HUMANISTA CIENTÍFICO JOSÉ DE LA CRUZ MIRANDA CORREA,BBIO,CAÑETE,ARAUCO,"-37,795471","-73,393997"
ESCUELA LEONCIO ARANEDA FIGUEROA,BBIO,CAÑETE,ARAUCO,"-37,800621","-73,39856"
ESCUELA ARTURO PRAT CHACON,BBIO,CAÑETE,ARAUCO,"-37,800411","-73,400307"
ESCUELA BASICA RENE ANDRADES TOLEDO,BBIO,CAÑETE,ARAUCO,"-37,80267","-73,393509"
ESCUELA BASICA RUBI NELSON SILVA SALAS,BBIO,CAÑETE,ARAUCO,"-37,803501","-73,408089"
LICEO HOMERO VIGUERAS,BBIO,CAÑETE,ARAUCO,"-37,790741","-73,391472"
ESCUELA RICARDO COLOMA DIAZ,BBIO,CAÑETE,ARAUCO,"-37,81282","-73,261253"
ESCUELA BASICA LLONCAO,BBIO,CAÑETE,ARAUCO,"-37,899311","-73,440941"
ESCUELA BASICA LA GRANJA,BBIO,CAÑETE,ARAUCO,"-37,775261","-73,38063"
ESCUELA BASICA PAICAVI,BBIO,CAÑETE,ARAUCO,"-37,92688","-73,432747"
ESCUELA BASICA COLONIA EL NATRI,BBIO,CAÑETE,ARAUCO,,
ESCUELA BASICA BUTAMALAL,BBIO,CAÑETE,ARAUCO,,
ESCUELA LENCANBOLDO,BBIO,CAÑETE,ARAUCO,,
ESCUELA BASICA FEDERICO GANA,BBIO,CAÑETE,ARAUCO,"-37,865059","-73,378601"
,BBIO,CAÑETE,ARAUCO,,
ESCUELA BASICA SALTO DEL HUILLINCO,BBIO,CAÑETE,ARAUCO,"-37,753441","-73,370979"
ESCUELA BASICA LLENQUEHUE,BBIO,CAÑETE,ARAUCO,"-37,74947739","-73,43837738"
ESCUELA BASICA GARCIA HURTADO DE MENDOZA,BBIO,CAÑETE,ARAUCO,"-37,84618","-73,420326"
ESCUELA BASICA ONOFRE CORREA PASCAL,BBIO,CAÑETE,ARAUCO,"-37,84531784","-73,33892822"
ESCUELA BASICA TRES SAUCES,BBIO,CAÑETE,ARAUCO,"-37,80529","-73,294968"
,BBIO,CAÑETE,ARAUCO,,
BARRIO LEIVA,BBIO,CAÑETE,ARAUCO,,
LICEO GABRIELA MISTRAL,BBIO,CAÑETE,ARAUCO,"-37,800072","-73,39817"
ESCUELA PARTICULAR LUIS CRUZ MARTINEZ,BBIO,CAÑETE,ARAUCO,"-37,805248","-73,323174"
ESCUELA PARTICULAR EL RIO,BBIO,CAÑETE,ARAUCO,"-37,819401","-73,371773"
COLEGIO INSTITUTO SAN JOSE,BBIO,CAÑETE,ARAUCO,"-37,79253","-73,389977"
ESCUELA SAN LUIS DE CONTULMO,BBIO,CONTULMO,ARAUCO,"-38,01720428","-73,23075867"
LICEO POLIVALENTE NAHUELBUTA,BBIO,CONTULMO,ARAUCO,"-38,01646","-73,228943"
ESCUELA BASICA GALVARINO,BBIO,CAÑETE,ARAUCO,"-37,953449","-73,405899"
ESCUELA BASICA JUAN AGUILERA JEREZ,BBIO,CAÑETE,ARAUCO,"-38,05756","-73,400864"
ESCUELA HUALLEPEN BAJO,BBIO,CONTULMO,ARAUCO,"-38,139889","-73,296089"
ESCUELA BASICA IRMA RAMIREZ SEPULVEDA,BBIO,CAÑETE,ARAUCO,"-38,01968765","-73,34549713"
ESCUELA HUIDE,BBIO,CONTULMO,ARAUCO,"-38,137539","-73,197708"
ESCUELA GRANO DE TRIGO,BBIO,CONTULMO,ARAUCO,"-38,170341","-73,198189"
MAHUILPE ALTO,BBIO,CONTULMO,ARAUCO,,
ESCUELA HUALLEPEN ALTO,BBIO,CONTULMO,ARAUCO,"-38,16428","-73,237152"
ESCUELA CALEBU,BBIO,CONTULMO,ARAUCO,"-37,95623","-73,225983"
ESCUELA NAHUELBUTA ALTO,BBIO,CONTULMO,ARAUCO,"-38,052872","-73,202339"
ESCUELA VILLA RIVAS,BBIO,CONTULMO,ARAUCO,"-38,010052","-73,219017"
ESCUELA PICHIHUILLINCO,BBIO,CONTULMO,ARAUCO,"-38,07386","-73,238739"
ESCUELA HUILLINCO,BBIO,CONTULMO,ARAUCO,"-38,126881","-73,263283"
ESCUELA BASICA FRANCISCO ANTONIO ENCINA,BBIO,CAÑETE,ARAUCO,"-38,00341797","-73,36961365"
ESCUELA BASICA JUAN LAVIN ALVEAR,BBIO,CAÑETE,ARAUCO,"-37,993809","-73,394859"
ESCUELA EL ALAMO,BBIO,CONTULMO,ARAUCO,"-38,07666","-73,302696"
ESCUELA VILLA ELICURA,BBIO,CONTULMO,ARAUCO,"-37,944939","-73,227997"
ESCUELA MAHUILQUE,BBIO,CONTULMO,ARAUCO,"-38,209572","-73,238182"
ESCUELA CHACRAS BUENAS,BBIO,CONTULMO,ARAUCO,,
ESCUELA BASICA PEDRO ETCHEPARE BORDA,BBIO,CAÑETE,ARAUCO,"-37,910568","-73,379868"
ESCUELA BASICA ARTURO DEL PINO PEREIRA,BBIO,CAÑETE,ARAUCO,,
ESCUELA PARTICULAR NUEVA AURORA,BBIO,CAÑETE,ARAUCO,"-38,050819","-73,343742"
ESCUELA PARTICULAR HUILLINCO ALTO,BBIO,CONTULMO,ARAUCO,"-38,027721","-73,230553"
ESCUELA PARTICULAR COLLICO,BBIO,CAÑETE,ARAUCO,"-37,973351","-73,408867"
ESCUELA PARTICULAR LLEU-LLEU BAJO,BBIO,CAÑETE,ARAUCO,"-38,10344183","-73,39905268"
SAN FRANCISCO,BBIO,CONTULMO,ARAUCO,,
ESCUELA PARTICULAR VILLA HERMOSA,BBIO,CONTULMO,ARAUCO,"-38,178501","-73,139748"
ESCUELA PARTICULAR BUCHOCO,BBIO,CONTULMO,ARAUCO,"-37,996681","-73,287437"
ESCUELA PARTICULAR LICAUQUEN,BBIO,CONTULMO,ARAUCO,"-38,077099","-73,126984"
CHANQUIN,BBIO,CONTULMO,ARAUCO,,
ESCUELA ANA MOLINA,BBIO,TIRÚA,ARAUCO,"-38,189941","-73,422531"
ESCUELA HECTOR ISAAC CARRASCO HELDT,BBIO,TIRÚA,ARAUCO,"-38,24828","-73,486076"
ESCUELA ELOISA GONZALEZ,BBIO,TIRÚA,ARAUCO,"-38,342651","-73,490883"
ESCUELA CERRO NEGRO,BBIO,TIRÚA,ARAUCO,"-38,40752","-73,456512"
ESCUELA PRIMER AGUA,BBIO,TIRÚA,ARAUCO,"-38,40815","-73,500351"
ESCUELA CASA DE PIEDRA,BBIO,TIRÚA,ARAUCO,"-38,452702","-73,497459"
ESCUELA ALTO QUILANTAHUE,BBIO,TIRÚA,ARAUCO,"-38,449539","-73,497803"
ESCUELA ALTO AILLINCO,BBIO,TIRÚA,ARAUCO,,
