NOM_RBD,NOM_REG_RBD_A,NOM_COM_RBD,NOM_DEPROV_RBD,LATITUD,LONGITUD
ESCUELA DE ADULTOS DE RIO BUENO,RIOS,RÍO BUENO,RANCO,"-40,33508","-72,962395"
J INF   DIANA DE ROB,LAGOS,OSORNO,OSORNO,,
J INFANTIL  ESTACION NAVAL,LAGOS,PUERTO MONTT,LLANQUIHUE,,
J INFANTIL  PEQUEN O INF ANDARIN,LAGOS,PUERTO MONTT,LLANQUIHUE,,
ESCUELA CURSO SATELITES,LAGOS,RÍO NEGRO,OSORNO,,
CENT ABIERTO  MANUEL RODRIGUEZ,LAGOS,PUERTO MONTT,LLANQUIHUE,,
CENTRO ABIERTO LA COLINA,LAGOS,PUERTO MONTT,LLANQUIHUE,,
J INFANTIL   HOSPITAL BASE,LAGOS,PUERTO MONTT,LLANQUIHUE,,
ESCUELA PARTICULAR GENERAL CARRERA,LAGOS,OSORNO,OSORNO,"-40,5695357","-73,146464"
ESCUELA PARTICULAR PLAYA ROSADA,RIOS,VALDIVIA,VALDIVIA,"-39,82518512","-73,4025954"
ESCUELA PARTICULAR N. 293 LUCILA GODOY ALCAYAGA,LAGOS,CALBUCO,LLANQUIHUE,"-41,72599","-73,125267"
ESCUELA PARTICULAR N.290 LOS RADALES,LAGOS,FRUTILLAR,LLANQUIHUE,"-41,07246","-73,207153"
ESCUELA ESPECIAL TALLER LABORAL MATICES,LAGOS,OSORNO,OSORNO,"-40,570656","-73,13285"
ESCUELA PARTICULAR N.300 YUSTE,LAGOS,ANCUD,CHILOÉ,"-41,815269","-73,885399"
ESCUELA PARTICULAR LOS CIERVOS,RIOS,LA UNIÓN,RANCO,"-40,230068","-72,931717"
ESCUELA PARTICULAR FOLLECO ALTO,RIOS,LA UNIÓN,RANCO,"-40,175621","-73,003487"
ESCUELA DE PARVULOS N.287 LOS GRILLITOS,RIOS,FUTRONO,RANCO,,
ESCUELA DE PARVULOS N.295 PAILLAQUITO,RIOS,PAILLACO,VALDIVIA,,
ESCUELA TRALAHUAPI,RIOS,PANGUIPULLI,VALDIVIA,"-39,54255673","-72,11207438"
ESCUELA RURAL UNION CHISCAIHUE,RIOS,RÍO BUENO,RANCO,"-40,61882237","-72,599694"
ESCUELA RURAL SAN PEDRO,LAGOS,DALCAHUE,CHILOÉ,"-42,350689","-73,843361"
INSTITUTO TECNICO PROFESIONAL LLIFEN,RIOS,FUTRONO,RANCO,"-40,198139","-72,258698"
ESCUELA PARTICULAR N.288 EL BUEN PASTOR,LAGOS,PUERTO MONTT,LLANQUIHUE,"-41,40379271","-73,806482"
ESCUELA RURAL MARIA ENRIQUETA CHIGUAY CAIPILLAN,LAGOS,QUELLÓN,CHILOÉ,"-43,041679","-73,461288"
COLEGIO ANTILLANCA,LAGOS,OSORNO,OSORNO,"-40,574131","-73,119118"
ESCULA RURAL QUIMAN,RIOS,FUTRONO,RANCO,"-40,12161852","-72,31679795"
JARDIN INFANTIL HANSEL Y GRETEL,RIOS,VALDIVIA,VALDIVIA,,
J INF    LOS PICAPIEDRAS,LAGOS,OSORNO,OSORNO,,
ESCUELA ANEXA ESC. E N 35,AYSEN,COYHAIQUE,COYHAIQUE,,
LICEO TECNICO PROFESIONAL JUAN PABLO II,AYSEN,COYHAIQUE,COYHAIQUE,"-45,580971","-72,042526"
ESCUELA MUNICIPAL MELIMOYU,AYSEN,CISNES,COYHAIQUE,"-44,076988","-73,086327"
ESCUELA BASICA RIBERA SUR,AYSEN,AYSÉN,COYHAIQUE,"-45,413559","-72,687103"
ESCUELA BASICA CALEDONIA,BBIO,MULCHÉN,BIOBÍO,,
ESCUELA PARTICULAR CANICU,BBIO,ALTO BIOBÍO,BIOBÍO,"-37,71093","-71,481911"
ESCUELA ESPECIAL DE LENGUAJE CAMPANELLA,BBIO,SAN PEDRO DE LA PAZ,CONCEPCIÓN,"-36,84183","-73,10301"
ESCUELA BASICA LA HUERTA,BBIO,SANTA JUANA,CONCEPCIÓN,"-37,288651","-72,773293"
ESCUELA ANDRES ALCAZAR,BBIO,LAJA,BIOBÍO,"-37,280449","-72,711449"
LICEO ADVENTISTA,MAG,PUNTA ARENAS,MAGALLANES,"-53,138691","-70,889107"
COLEGIO CHARLES DARWIN,MAG,PUNTA ARENAS,MAGALLANES,"-53,138351","-70,89772"
COLEGIO MIGUEL DE CERVANTES,MAG,PUNTA ARENAS,MAGALLANES,"-53,154893","-70,911601"
CEN DE CAP LAB LOS RETAMILLOS,MAG,PUNTA ARENAS,MAGALLANES,,
SOCIEDAD EDUCACIONAL  LA ARAUCANA,MAG,PUNTA ARENAS,MAGALLANES,"-53,16215","-70,90274"
ESCUELA HEROES DE LA CONCEPCION,MAG,TORRES DEL PAINE,MAGALLANES,"-51,17784739","-72,95808377"
ESCUELA REPUBLICA ARGENTINA,MAG,PUNTA ARENAS,MAGALLANES,"-53,147652","-70,927193"
18 DE septiembre,MAG,PUNTA ARENAS,MAGALLANES,,
ESCUELA PUERTA DE LA CORDILLERA,NUBLE,PINTO,ÑUBLE,"-36,705429","-71,892052"
COLEGIO LOS EDUCADORES,BBIO,SAN PEDRO DE LA PAZ,CONCEPCIÓN,"-36,827278","-73,144058"
LICEO PARTICULAR LOS ANDES,BBIO,SAN PEDRO DE LA PAZ,CONCEPCIÓN,"-36,837341","-73,137589"
COLEGIO PARTICULAR NIÑO JESÚS,BBIO,LOTA,CONCEPCIÓN,"-37,093479","-73,157066"
COLEGIO PARQUE CENTRAL,BBIO,HUALPÉN,CONCEPCIÓN,"-36,792561","-73,079536"
COLEGIO ALERCE,BBIO,CONCEPCIÓN,CONCEPCIÓN,"-36,824471","-73,070831"
JARDIN INFANTIL EMANUEL,BBIO,CORONEL,CONCEPCIÓN,"-37,017372","-73,149"
ESCUELA LUIS MARTÍNEZ GONZÁLEZ,BBIO,TUCAPEL,BIOBÍO,"-37,2397","-71,941139"
ESCUELA PARTICULAR GASPAR CABRALES,BBIO,LOS ÁLAMOS,ARAUCO,"-37,625648","-73,465797"
DIFERENCIAL AMANDA LABARCA,BBIO,LAJA,BIOBÍO,,
ESCUELA CHACUIVI,BBIO,TIRÚA,ARAUCO,"-38,1511","-73,368729"
COLEGIO PARTICULAR ALBERTO BLEST GANA,BBIO,SAN PEDRO DE LA PAZ,CONCEPCIÓN,"-36,82999","-73,139168"
COLEGIO MARÍA INMACULADA DE LOS ÁNGELES,BBIO,LOS ÁNGELES,BIOBÍO,"-37,484169","-72,349167"
ESCUELA PARTICULAR JUAN PABLO SEGUNDO,BBIO,LOS ÁNGELES,BIOBÍO,"-37,464581","-72,368294"
ESCUELA PARTICULAR BIOBÍO DE LOS ÁNGELES,BBIO,LOS ÁNGELES,BIOBÍO,"-37,460758","-72,375"
COLEGIO PARTICULAR SANTA ISABEL,BBIO,LOS ÁNGELES,BIOBÍO,"-37,41982667","-72,31722234"
ESCUELA PARTICULAR MALLA-MALLA,BBIO,SANTA BÁRBARA,BIOBÍO,,
ESCUELA PART.TRAPA TRAPA BUTALELBUM,BBIO,ALTO BIOBÍO,BIOBÍO,"-37,75737","-71,217857"
ESCUELA BASICA SAN EDUARDO,NUBLE,QUILLÓN,ÑUBLE,,
COLEGIO SAN ANDRÉS,BBIO,CONCEPCIÓN,CONCEPCIÓN,"-36,794361","-73,043747"
ESCUELA EL DESIERTO,BBIO,TIRÚA,ARAUCO,,
COLEGIO BASICO LOS LOBOS,BBIO,TALCAHUANO,CONCEPCIÓN,"-36,7206","-73,141113"
ESCUELA CHILLAN VIEJO,NUBLE,CHILLÁN VIEJO,ÑUBLE,"-36,622768","-72,138344"
COLEGIO DIFERENCIAL SANTO DOMINGO,BBIO,CHIGUAYANTE,CONCEPCIÓN,"-36,92761","-73,023544"
ESCUELA PARTICULAR LOS CONFINES,BBIO,CURANILAHUE,ARAUCO,"-37,472511","-73,339302"
ESCUELA COLOMAVIDA,NUBLE,SAN CARLOS,ÑUBLE,,
COLEGIO DE ADULTOS INSTITUTO LUISA CARDIJIN,RM,SANTIAGO,SANTIAGO CENTRO,"-33,44713935","-70,64117277"
ESCUELA BASICA PARTICULAR SUMMERHILL,RM,INDEPENDENCIA,SANTIAGO NORTE,"-33,42233085","-70,65809625"
ESCUELA ESPECIAL AMERICA DEL SUR,RM,CERRILLOS,SANTIAGO PONIENTE,"-33,484016","-70,6919"
COLEGIO METODISTA,RM,SANTIAGO,SANTIAGO CENTRO,,
ESCUELA PARTICULAR SAN FELIPE NERI,RM,RECOLETA,SANTIAGO NORTE,"-33,41734957","-70,64175875"
ESCUELA ESPECIAL PARTICULAR LA ROSA AZUL,RM,SANTIAGO,SANTIAGO CENTRO,,
ESCUELA BASICA DIVINA MISTRAL,RM,RECOLETA,SANTIAGO NORTE,,
COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE,RM,SANTIAGO,SANTIAGO CENTRO,"-33,445458","-70,65924"
COLEGIO LORD COCHRANE,RM,SANTIAGO,SANTIAGO CENTRO,"-33,46015612","-70,65336584"
ESCUELA ESPECIAL PART RAYITO DE LUZ,RM,CONCHALÍ,SANTIAGO NORTE,"-33,38357","-70,66866"
COLEGIO DE ADULTOS YANQUIRAY,RM,SANTIAGO,SANTIAGO CENTRO,,
COLEGIO FAYOL ENGLISH SCHOOL,RM,PROVIDENCIA,SANTIAGO ORIENTE,,
COLEGIO BARRET BROWNING SCHOOL,RM,PROVIDENCIA,SANTIAGO ORIENTE,,
ESCUELA BASICA JOHN DEWEY COLLEGE,RM,PROVIDENCIA,SANTIAGO ORIENTE,,
COLEGIO THE MAYFLOWER SCHOOL,RM,LO BARNECHEA,SANTIAGO ORIENTE,"-33,346077","-70,50415"
COLEGIO EL BOSQUE DE SUECIA,RM,ÑUÑOA,SANTIAGO ORIENTE,,
ESCUELA BASICA N°1238 GIORDANO BRUNO,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,506562","-70,55873"
ESCUELA BASICA PETER BOROUGH SCHOOL,RM,LA REINA,SANTIAGO ORIENTE,,
ESCUELA ESPECIAL PARTICULAR LO HERMIDA,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,472733","-70,56897"
ESCUELA BASICA PART.BROTHERS SCHOOL,RM,LA FLORIDA,CORDILLERA,"-33,53925404","-70,59534384"
ESC ESPECIAL NUESTRA SENORA DE LOURDES,RM,LA FLORIDA,CORDILLERA,"-33,56185","-70,597084"
LICEO PARTIC.ALBERTO MAGNO LA FLORIDA,RM,LA FLORIDA,CORDILLERA,"-33,5556942","-70,60955746"
ESC BASICA PARTICULAR SAN VALENTIN,RM,LA FLORIDA,CORDILLERA,"-33,51073174","-70,57982294"
ESCUELA ESPECIAL PARTICULAR VARESCA,RM,LA FLORIDA,CORDILLERA,"-33,510475","-70,578705"
COLEGIO SAN CARLOS DE LA FLORIDA,RM,LA FLORIDA,CORDILLERA,"-33,54794017","-70,61168627"
ESC PARTICULAR MANUEL VICUNA LARRAIN,RM,LA FLORIDA,CORDILLERA,"-33,54708881","-70,59625957"
ESCUELA ESPECIAL PARTICULAR LAS ROSAS,RM,LA PINTANA,CORDILLERA,"-33,582706","-70,624245"
ESCUELA ESPECIAL JEAN PIAGET LA GRANJA,RM,LA GRANJA,SANTIAGO SUR,,
ESCUELA ESPECIAL NUEVA ALBORADA,RM,LA PINTANA,CORDILLERA,"-33,579983","-70,64428"
COLEGIO POLIVALENTE INGLES,RM,LA PINTANA,CORDILLERA,"-33,61292102","-70,63783317"
ESCUELA BASICA PARTICULAR ARMI,RM,SAN RAMÓN,SANTIAGO SUR,"-33,52892188","-70,64661259"
ESCUELA PARTICULAR PUMANQUE,RM,SAN RAMÓN,SANTIAGO SUR,"-33,52122397","-70,63843686"
ESCUELA PARTICULAR SEGUNDO MAURO ORTIZ,RM,LA CISTERNA,SANTIAGO SUR,,
ESC.PAR.MAURICE AND NATALY SCHOOL,RM,SAN RAMÓN,SANTIAGO SUR,"-33,53490136","-70,63530233"
LICEO SANTA MARIA EUFRASIA,RM,SAN JOAQUÍN,SANTIAGO CENTRO,"-33,501022","-70,616615"
COLEGIO TOMAS MORO,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,5079983","-70,65292213"
ESCUELA PARTICULAR ALVAREZ DE TOLEDO,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,49002678","-70,64532186"
COLEGIO PESTALOZZI,RM,SAN JOAQUÍN,SANTIAGO CENTRO,"-33,505146","-70,6192"
ESCUELA ESPECIAL PARTICULAR SAN CLEMENTE,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,48863873","-70,65219662"
ESCUELA DE PARVULOS DEUTSCHLAND,RM,INDEPENDENCIA,SANTIAGO NORTE,,
COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,RM,EL BOSQUE,SANTIAGO SUR,"-33,56878615","-70,66997165"
COLEGIO CRISTO REDENTOR,RM,LA CISTERNA,SANTIAGO SUR,,
ESCUELA DE PARVULOS NUEVA CALIFORNIA,RM,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,,
ESC.BAS.PARTICULAR KRONBERG COLLEGE,RM,MAIPÚ,SANTIAGO PONIENTE,,
ESCUELA ESPECIAL PARTICULAR SOR TERESA,RM,CERRILLOS,SANTIAGO PONIENTE,"-33,507526","-70,72681"
ESCUELA BASICA  1287 SAN MARCOS APOSTOL,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,54495375","-70,77258211"
LICEO INDUSTRIAL BENJAMIN FRANKLIN,RM,QUINTA NORMAL,SANTIAGO PONIENTE,"-33,42924415","-70,69663396"
LICEO COMERCIAL ALFA Y OMEGA,RM,QUINTA NORMAL,SANTIAGO PONIENTE,"-33,4374321","-70,7102258"
ESCUELA PARTICULAR ROYAL SCHOOL,RM,LO PRADO,SANTIAGO PONIENTE,"-33,45558531","-70,71883599"
ESCUELA ESPECIAL PARTICULAR NUEVA SENDA,RM,RENCA,SANTIAGO PONIENTE,"-33,413475","-70,68422"
ESCUELA SAINT MARY SCHOOL,RM,COLINA,SANTIAGO NORTE,"-33,20475428","-70,67412944"
ESCUELA PART. STA. CLARISA DE COLINA,RM,COLINA,SANTIAGO NORTE,"-33,20398132","-70,68026279"
LICEO ROSA TOCORNAL,RM,PUENTE ALTO,CORDILLERA,,
MASTER COLLEGE,RM,SAN BERNARDO,SANTIAGO SUR,"-33,5939762","-70,69929706"
ESCUELA PARTICULAR BELGICA,RM,SAN BERNARDO,SANTIAGO SUR,"-33,58522358","-70,70629143"
ESCUELA PARTICULAR SAN EUGENIO,RM,BUIN,SANTIAGO SUR,,
LICEO MUNICIPAL MARIA PINTO (ANEXO),RM,MARÍA PINTO,TALAGANTE,,
COLEGIO JOSE MANUEL BALMACEDA,RM,PEÑAFLOR,TALAGANTE,"-33,61201409","-70,89874843"
ESCUELA BAS. PARTICULAR MILLARAY,RM,PEÑAFLOR,TALAGANTE,"-33,61142935","-70,90023048"
ESCUELA BASICA PARTICULAR BRASILIA,RM,PADRE HURTADO,TALAGANTE,"-33,5693386","-70,81033128"
COLEGIO ALVARO COVARRUBIAS ARLEGUI,RM,INDEPENDENCIA,SANTIAGO NORTE,"-33,40388765","-70,6603707"
ESCUELA DE PARVULOS NTRA SENORA DE GUADALUPE,RM,RECOLETA,SANTIAGO NORTE,,
ESCUELA DE PARVULOS SAINT MARIE,RM,LA FLORIDA,CORDILLERA,,
ESCUELA DE PARVULOS TIA LUCY,RM,SAN MIGUEL,SANTIAGO CENTRO,,
ESCUELA DE PARVULOS TRIBILIN,RM,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,"-33,468674","-70,698074"
ESC DE PAR INSTITUCION SWEET LAUTARO (C.I.I.),RM,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,,
ESCUELA DE PARVULOS CONEJIN,RM,EL BOSQUE,SANTIAGO SUR,"-33,572117","-70,68579"
COLEGIO UNIVERSAL SAN FRANCISCO,RM,TALAGANTE,TALAGANTE,"-33,66357607","-70,92531466"
CENTRO EDUC. PARTICULAR SAN LUIS,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,50738492","-70,65061297"
ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN,RM,SAN JOAQUÍN,SANTIAGO CENTRO,"-33,50815766","-70,61768727"
COLEGIO PEDRO DE VALDIVIA,RM,PROVIDENCIA,SANTIAGO ORIENTE,"-33,440617","-70,60724"
ESCUELA ESPECIAL ARNOLD GESELL,RM,PUENTE ALTO,CORDILLERA,"-33,576565","-70,57572"
CENTRO EDUC. LINCOLN COLLEGE ANEX.4,RM,LA CISTERNA,SANTIAGO SUR,,
CENTRO EDUC. LINCOLN COLLEGE ANEXO 1,RM,LA CISTERNA,SANTIAGO SUR,,
CENTRO EDUC. LINCOLN COLLEGE ANEX.3,RM,LA CISTERNA,SANTIAGO SUR,,
LICEO MUNICIPAL POLIVALENTE MARIA PINTO,RM,MARÍA PINTO,TALAGANTE,"-33,453808","-71,07542"
COLEGIO POLITEC. AVENIDA INDEPENDENCIA,RM,INDEPENDENCIA,SANTIAGO NORTE,"-33,40971376","-70,65962528"
ESCUELA BASICA EL CARMELO,RM,CURACAVÍ,TALAGANTE,"-33,494587","-71,04688"
LUCILA DEL MONTE GRANDE,RM,RECOLETA,SANTIAGO NORTE,,
ESCUELA DE PARVULOS ANDREITA CELIS,RM,INDEPENDENCIA,SANTIAGO NORTE,,
COLEGIO NUNOA,RM,ÑUÑOA,SANTIAGO ORIENTE,,
LICEO PARTICULAR INSUME,RM,ÑUÑOA,SANTIAGO ORIENTE,"-33,46929829","-70,59835816"
ESCUELA BASICA HORBY 1,RM,LA FLORIDA,CORDILLERA,,
LICEO MANUEL BULNES DE LA FLORIDA,RM,LA FLORIDA,CORDILLERA,"-33,51620788","-70,6105147"
ESCUELA BASICA  LAS RAICES,RM,LA FLORIDA,CORDILLERA,,
ESC.ESP.SAN MIGUEL DE LA NVA EXTREMADURA,RM,LA PINTANA,CORDILLERA,,
ESCUELA PART.SAN FRANCISCO DE MAPUHUE,RM,LA PINTANA,CORDILLERA,,
ESCUELA PARTICULAR SAN MARCELO NUM 2,RM,LA PINTANA,CORDILLERA,,
ESC. BASICA PART.CENTRO EDUC.AMANECER,RM,SAN MIGUEL,SANTIAGO CENTRO,,
ESCUELA BAS. LOS CARRERA,RM,SAN MIGUEL,SANTIAGO CENTRO,"-33,49636692","-70,64811997"
ESCUELA PARTICULAR N°333 EL ANGEL,RM,SAN JOAQUÍN,SANTIAGO CENTRO,"-33,49614513","-70,62961168"
LICEO ELENA REQUENA,RM,LO ESPEJO,SANTIAGO SUR,,
INSTITUTO POLIVALENTE SAN MIGUEL,RM,SAN MIGUEL,SANTIAGO CENTRO,,
ESCUELA BASICA Nº128 SAN RAMON,RM,LA CISTERNA,SANTIAGO SUR,"-33,52869213","-70,64985391"
ESCUELA DE PARVULOS N° 242 LOS CHIQUITITOS,RM,LO ESPEJO,SANTIAGO SUR,"-33,516774","-70,6834485"
FROILAN YAÑEZ DE LA BARRA,RM,LA CISTERNA,SANTIAGO SUR,"-33,539548","-70,66740036"
ESCUELA ESPECIAL CEDIF,RM,ESTACIÓN CENTRAL,SANTIAGO PONIENTE,,
COLEGIO INFOCAP,RM,SAN JOAQUÍN,SANTIAGO CENTRO,"-33,506985","-70,63431"
ESCUELA PARTICULAR EL ABRAZO DE MAIPU,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,54384345","-70,77251526"
INSTITUTO COMERCIAL SAN PABLO,RM,PUDAHUEL,SANTIAGO PONIENTE,"-33,4394942","-70,75308192"
ESCUELA ESPECIAL LORENZO EITING,RM,QUINTA NORMAL,SANTIAGO PONIENTE,"-33,43757","-70,71219"
COLEGIO POLIVALENTE BRITANIA RENCA,RM,RENCA,SANTIAGO PONIENTE,,
ESCUELA BASICA PARTICULAR ROQUER,RM,RENCA,SANTIAGO PONIENTE,"-33,40624008","-70,70246519"
ESCUELA ANTILLANCA,RM,PUENTE ALTO,CORDILLERA,"-33,60737882","-70,5705591"
ESCUELA DE PARVULOS N°61 LAS VERTIENTES,RM,SAN JOSÉ DE MAIPO,CORDILLERA,"-33,58589","-70,46597"
CENTRO EDUC.PART.ORDEN DE SAN JORGE,RM,SAN BERNARDO,SANTIAGO SUR,"-33,60423894","-70,68338811"
ESCUELA ESPECIAL JULIO BERNALDO QUIROS,RM,PAINE,SANTIAGO SUR,"-33,818283","-70,736755"
ESCUELA BASICA PARTICULAR  GACITUA,RM,ISLA DE MAIPO,TALAGANTE,,
COLEGIO JACQUES COUSTEAU,RM,MAIPÚ,SANTIAGO PONIENTE,"-33,51625034","-70,78584447"
COLEGIO ABERSAN,RM,COLINA,SANTIAGO NORTE,"-33,18134283","-70,65309146"
ESCUELA PARTIC DE PARVULOS LOS PITUFOS,RM,CONCHALÍ,SANTIAGO NORTE,,
ESCUELA DE PARVULOS PITUFINA,RM,CONCHALÍ,SANTIAGO NORTE,,
COLEGIO AMERICO VESPUCIO,RM,PEÑALOLÉN,SANTIAGO ORIENTE,,
COLEGIO SHIRAYURI,RM,LA FLORIDA,CORDILLERA,"-33,5199","-70,58905613"
COLEGIO SAN LORENZO,RM,LA FLORIDA,CORDILLERA,"-33,56445883","-70,58437589"
COLEGIO CRISOL,RM,LA FLORIDA,CORDILLERA,"-33,56502154","-70,58261383"
COLEGIO MONTEVERDE,RM,PEÑALOLÉN,SANTIAGO ORIENTE,"-33,47377344","-70,54952088"
ESCUELA DE PARVULOS EL PRINCIPITO,RM,LA FLORIDA,CORDILLERA,,
ESCUELA BELEN O¦HIGGINS,RM,LA FLORIDA,CORDILLERA,"-33,53789948","-70,60556992"
ESCUELA DE PARVULOS EL MOLINITO DE STA AMALIA,RM,LA FLORIDA,CORDILLERA,,
ESCUELA BASICA  N°1226 PEPITA,RM,LA FLORIDA,CORDILLERA,"-33,513173","-70,5925"
ESCUELA DE PARVULOS N° 1300 ALVARO COVARRUBIAS A.,RM,INDEPENDENCIA,SANTIAGO NORTE,"-33,403509","-70,659999"
ESCUELA BASICA MARIA AUXILIADORA,RM,SANTIAGO,SANTIAGO CENTRO,,
COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS,RM,SANTIAGO,SANTIAGO CENTRO,"-33,44203","-70,66454"
CENTRO EDUCACIONAL SAN LORENZO,RM,RECOLETA,SANTIAGO NORTE,"-33,39045098","-70,65532689"
COLEGIO PUCARA DE LOS ANDES,RM,LAS CONDES,SANTIAGO ORIENTE,"-33,38615222","-70,51159405"
COLEGIO NORWICH COLLEGE,RM,LAS CONDES,SANTIAGO ORIENTE,,
COLEGIO CUMBRES,RM,LAS CONDES,SANTIAGO ORIENTE,"-33,396026","-70,50479"
COLEGIO SANTO DOMINGO_PADRES DOMINICOS,RM,LA REINA,SANTIAGO ORIENTE,"-33,450642","-70,52094"
SAINT CHRISTIAN COLLEGE,RM,LA GRANJA,SANTIAGO SUR,"-33,55377423","-70,62428201"
ESCUELA DE PARVULOS BELEN LA BANDERA,RM,SAN RAMÓN,SANTIAGO SUR,,
COLEGIO MIGUEL ANGEL,RM,LA PINTANA,CORDILLERA,"-33,58766371","-70,62578481"
ESCUELA ESPECIAL PARTICULAR CECLA,RM,LA CISTERNA,SANTIAGO SUR,"-33,534847","-70,65571"
ESCUELA BAS. DE ADULTOS AGUSTIN CALDERON ROJA,RM,BUIN,SANTIAGO SUR,,
COMPLEJO EDUCACIONAL AMERICANO,RM,SANTIAGO,SANTIAGO CENTRO,,
COLEGIO CLERC,RM,LAS CONDES,SANTIAGO ORIENTE,,
COLEGIO ALCALA,RM,ÑUÑOA,SANTIAGO ORIENTE,,
ESCUELA BASICA JUAN PABLO DUARTE,RM,PROVIDENCIA,SANTIAGO ORIENTE,"-33,44555595","-70,62162943"
LICEO POLIVALENTE BAHIA DARWIN,RM,LA GRANJA,SANTIAGO SUR,"-33,54421894","-70,62636681"
ESCUELA JOSE IBAÑEZ,RM,LA CISTERNA,SANTIAGO SUR,"-33,54357307","-70,65893229"
ESCUELA BASICA PARTICULAR HUEÑECITO,RM,LA PINTANA,CORDILLERA,"-33,58843667","-70,64948943"
COLEGIO PARTICULAR EVANGÉLICO BETANIA,NUBLE,CHILLÁN,ÑUBLE,"-36,61861","-72,078659"
ESCUELA PARTICULAR TOQUI CAUPOLICAN,BBIO,CAÑETE,ARAUCO,"-37,955261","-73,416313"
CENTRO DE EDUCACION DE ADULTOS DE FUNDAC,BBIO,CONCEPCIÓN,CONCEPCIÓN,,
LICEO POLITECNICO CURANILAHUE,BBIO,CURANILAHUE,ARAUCO,"-37,47794","-73,359261"
COLEGIO DON ORIONE,BBIO,LOS ÁNGELES,BIOBÍO,"-37,460289","-72,351387"
LICEO AGRICOLA SAN CARLOS,NUBLE,SAN CARLOS,ÑUBLE,"-36,434181","-71,927094"
ESCUELA PARTICULAR AMERICO VESPUCIO,BBIO,CORONEL,CONCEPCIÓN,"-36,985378","-73,16658"
NATAN,BBIO,SANTA JUANA,CONCEPCIÓN,,
ESCUELA DE LENGUAJE ANTU,BBIO,CAÑETE,ARAUCO,"-37,79999","-73,39793"
JARDIN INFANTIL TIRITA DE PAPEL,BBIO,CONCEPCIÓN,CONCEPCIÓN,"-36,831753","-73,0543095"
ESCUELA DE PARVULOS Y ESC.ESP.LENG.DIVINO MAESTRO,NUBLE,CHILLÁN,ÑUBLE,"-36,616417","-72,122475"
COLEGIO CONCEPCION,BBIO,LOS ÁNGELES,BIOBÍO,"-37,4669","-72,32911"
ESCUELA EL RODEO,NUBLE,PINTO,ÑUBLE,"-36,80471","-71,813339"
COLEGIO PARTICULAR PEQUENOS AMIGOS,BBIO,PENCO,CONCEPCIÓN,,
ESCUELA BASICA ENRIQUE ZANARTU PRIETO,BBIO,CABRERO,BIOBÍO,"-37,035938","-72,404984"
ESC. PART. VICENTE HUIDOBRO,BBIO,LEBU,ARAUCO,,
ESCUELA BASICA CHACAYAL SUR,BBIO,LOS ÁNGELES,BIOBÍO,"-37,447971","-72,139427"
COLEGIO BASICO SAN VICENTE,BBIO,TALCAHUANO,CONCEPCIÓN,"-36,723942","-73,122337"
THE WESSEX SCHOOL,BBIO,CONCEPCIÓN,CONCEPCIÓN,"-36,78634","-73,01875"
COLEGIO ITAHUE DE CHIGUAYANTE,BBIO,CHIGUAYANTE,CONCEPCIÓN,"-36,876333","-73,03325"
COLEGIO BICENTENARIO DE EXCELENCIA EL ÁRBOL DE LA VIDA,NUBLE,SAN CARLOS,ÑUBLE,"-36,418152","-71,968582"
JERONIMO TRETTEL,BBIO,CAÑETE,ARAUCO,,
INACAP,BBIO,TALCAHUANO,CONCEPCIÓN,,
CORPORACION NACIONAL LA ARAUCANA,BBIO,CONCEPCIÓN,CONCEPCIÓN,,
COLEGIO SAN DIEGO DE ALCALÁ,BBIO,TUCAPEL,BIOBÍO,"-37,244202","-71,944183"
COLEGIO CHOLGUAN,NUBLE,YUNGAY,ÑUBLE,"-37,161259","-72,071442"
LICEO INDUSTRIAL METODISTA DE CORONEL,BBIO,CORONEL,CONCEPCIÓN,"-36,991669","-73,168007"
MAMPAWEL,NUBLE,SAN CARLOS,ÑUBLE,,
JARDIN INFANTIL BARQUITO DE PAPEL,BBIO,TALCAHUANO,CONCEPCIÓN,"-36,724495","-73,11225"
COLEGIO PINARES,BBIO,CHIGUAYANTE,CONCEPCIÓN,"-36,8886","-73,03553"
LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ,BBIO,LAJA,BIOBÍO,"-37,286701","-72,702843"
ANEXO DE WESSEX SCHOOL,BBIO,CONCEPCIÓN,CONCEPCIÓN,,
CENTRO DE CAPACITACION LABORAL UNPADE,BBIO,CONCEPCIÓN,CONCEPCIÓN,,
